thumbnail,title,date,excerpt
http://www.csa-ma.com.br/wp-content/uploads/2015/08/Comunicado-CSA-270x230.png,COMUNICADO,31 de agosto de 2016,"Prezados Clientes e Parceiros, Informamos a todos que a partir desta segunda-feira 05/09/2016 até o […]"
http://www.csa-ma.com.br/wp-content/uploads/2016/08/ERP-270x230.jpg,10 motivos para adotar um ERP integrado,29 de agosto de 2016,"Para tomar decisões estratégicas com o propósito de expandir os negócios, os gestores precisam ter […]"
http://www.csa-ma.com.br/wp-content/uploads/2016/08/e-social-270x230.png,eSocial terá prazo adiado,19 de agosto de 2016,A Receita Federal do Brasil (RFB) adiará o prazo de entrega do eSocial. A confirmação […]
http://www.csa-ma.com.br/wp-content/uploads/2016/08/momento-wk-2016-270x230.png,VEM AÍ O MOMENTO WK 2016,17 de agosto de 2016,Vem aí o Momento WK 2016! O lugar certo para você crescer nos negócios. O […]
http://www.csa-ma.com.br/wp-content/uploads/2016/07/note-270x230.png,Grupo Confederativo do eSocial discute novos prazos em reunião no CFC,22 de julho de 2016,"O Grupo Confederativo do eSocial (GTC) se reuniu, nesta terça-feira (19), na sede do Conselho […]"
http://www.csa-ma.com.br/wp-content/uploads/2016/07/erp-270x230.png,10 razões para a pequena empresa adotar um sistema de gestão,4 de julho de 2016,"Os sistemas de gestão, ou ERPs, são fundamentais para a sustentabilidade dos negócios a médio […]"
http://www.csa-ma.com.br/wp-content/uploads/2016/06/produtividade-270x230.png,Cinco estratégias para criar uma equipe mais produtiva,21 de junho de 2016,"Algumas reclamações são bem comuns dentro das empresas, muitos gestores costumam dizer que a equipe […]"
http://www.csa-ma.com.br/wp-content/uploads/2016/06/E-social-2-270x230.png,eSocial será prorrogado em aproximadamente um ano em relação ao cronograma atual!,3 de junho de 2016,"Diante de várias informações desencontradas, observadas principalmente nas redes sociais sobre o atual momento do […]"
http://www.csa-ma.com.br/wp-content/uploads/2016/06/Curso-Instalação-Site-270x230.png,Curso de Instalação da Solução de Gestão de Pessoas Sênior,1 de junho de 2016,Sua equipe de T.I tem conhecimento nas ferramentas de tecnologia Senior e está por dentro […]
http://www.csa-ma.com.br/wp-content/uploads/2016/05/empreender-270x230.png,Dicas sobre como empreender e ter sucesso na contabilidade,30 de maio de 2016,Você que ter sucesso na contabilidade? Veja quais são as atitudes adequadas para ser bem-sucedido no seu […]
http://www.csa-ma.com.br/wp-content/uploads/2016/05/naufragar-um-negocio-270x230.png,7 atitudes que fazem sua empresa naufragar,25 de maio de 2016,"Empreender em uma crise econômica é como velejar em mares bravos: muitos negócios acabam naufragando, e […]"
http://www.csa-ma.com.br/wp-content/uploads/2016/05/Dia-das-mães-2016-site-270x230.png,Feliz Dia das Mães!,8 de maio de 2016,Desejamos um feliz dia das Mães a todos!!!
http://www.csa-ma.com.br/wp-content/uploads/2016/04/GED-WK-270x230.png,Como sua empresa armazena e gerencia importantes documentos?,29 de abril de 2016,Como sua empresa armazena e gerencia importantes documentos? Você se sente seguro quanto a esse […]
http://www.csa-ma.com.br/wp-content/uploads/2016/04/Aniversário-CSA-Site-270x230.png,FELIZ ANIVERSÁRIO CSA!,22 de abril de 2016,"Hoje estamos fazendo 24 anos, que foram conquistados com muito comprometimento e dedicação. Parabéns a […]"
http://www.csa-ma.com.br/wp-content/uploads/2016/04/SPED-270x230.png,Prazo de entrega da ECD não será postergado,19 de abril de 2016,O prazo de entrega da Escrituração Contábil Digital (ECD) não será postergado. Conforme a Instrução […]
http://www.csa-ma.com.br/wp-content/uploads/2016/04/desafio-contadores.-270x230.png,Os 4 maiores desafios de 2016 para os contadores,18 de abril de 2016,Importantes mudanças atingirão a área de contabilidade em 2016. Os profissionais precisarão saber lidar com o […]
http://www.csa-ma.com.br/wp-content/uploads/2016/04/dedo-duro-IR-270x230.png,Os dedos-duros do IR que te fazem cair na malha fina,12 de abril de 2016,O contribuinte que está obrigado a declarar o Imposto de Renda (IR) 2016 precisa ter atenção redobrada ao preencher […]
http://www.csa-ma.com.br/wp-content/uploads/2016/02/Líder-2-270x230.png,Líder bom ou líder bonzinho,28 de março de 2016,A cultura corporativa brasileira sempre teve um traço em comum: excesso de paternalismo. Atire a […]
http://www.csa-ma.com.br/wp-content/uploads/2016/02/Crise2-270x230.png,Por que a crise parece estar longe de acabar?,21 de março de 2016,"O Banco Central (BC), em seu Índice de Atividade Econômica (IBC-Br) para o mês de dezembro […]"
http://www.csa-ma.com.br/wp-content/uploads/2016/02/Inovação-270x230.png,4 perguntas básicas para sua empresa ser mais inovadora,14 de março de 2016,Muita gente tem uma ideia complicada demais sobre o que é inovação. Consultores de negócios […]
http://www.csa-ma.com.br/wp-content/uploads/2016/02/empreendedorismo-270x230.png,Por que as empresas precisam de empreendedores?,7 de março de 2016,"As empresas precisam de pessoas com “espírito empreendedor”. Sim, isso mesmo! Pessoas empreendedoras! Visão / […]"
http://www.csa-ma.com.br/wp-content/uploads/2016/02/IR-2016-270x230.png,"Programa do IR 2016 é liberado, veja as novidades deste ano",29 de fevereiro de 2016,O programa para preenchimento da Declaração do Imposto sobre a Renda da Pessoa Física de […]
http://www.csa-ma.com.br/wp-content/uploads/2016/01/Rais-270x230.png,Começa prazo para entrega obrigatória da Rais 2015 por empregadores,27 de janeiro de 2016,Os empregadores de todo o Brasil têm de hoje (19) até o dia 18 de […]
http://www.csa-ma.com.br/wp-content/uploads/2016/01/negóci-campeão-270x230.png,O tripé de um negócio campeão,22 de janeiro de 2016,"Tudo o que fazemos tem um motivo e na maioria dos casos, o que nos […]"
http://www.csa-ma.com.br/wp-content/uploads/2016/01/caged1-270x230.png,Atenção para obrigatoriedade de utilização de Certificado Digital no CAGED,20 de janeiro de 2016,A partir de 19/01/2016 será retomada a obrigatoriedade de utilização de Certificado Digital válido padrão […]
http://www.csa-ma.com.br/wp-content/uploads/2015/12/site4-270x230.png,FELIZ NATAL!,24 de dezembro de 2015,"Caros clientes, parceiros, colaboradores e amigos… Em momentos especiais como esse, não podemos deixar de […]"
http://www.csa-ma.com.br/wp-content/uploads/2015/08/Comunicado-CSA-270x230.png,Comunicado!,18 de dezembro de 2015,"Prezados clientes e parceiros, Em virtude do recesso das festas de fim de ano, estaremos […]"
http://www.csa-ma.com.br/wp-content/uploads/2015/12/empreendedorismo-na-crise-270x230.png,Empreendedorismo em tempos de crise,9 de dezembro de 2015,As nações passam por crises econômicas de tempos em tempos. Meu artigo não pretende discutir […]
http://www.csa-ma.com.br/wp-content/uploads/2015/12/liderança1-270x230.png,"Liderança humanizada, equipe respeitada",4 de dezembro de 2015,"Liderança é um assunto muito recorrente no mundo das organizações, sejam elas públicas ou privadas. […]"
http://www.csa-ma.com.br/wp-content/uploads/2015/11/e-social-270x230.png,Como os sistemas de gestão otimizam a operação do eSocial,2 de dezembro de 2015,O eSocial faz parte do Sistema Público de Escrituração Digital (Sped) e irá unificar o envio de […]
http://www.csa-ma.com.br/wp-content/uploads/2015/11/servidor-virtual-270x230.png,A febre da virtualização de servidores,27 de novembro de 2015,Você deve ter ouvido falar como a virtualização de servidores está se tornando uma necessidade […]
http://www.csa-ma.com.br/wp-content/uploads/2015/11/planejamento-2016-270x230.png,Planejamento 2016: você já começou o seu?,10 de novembro de 2015,Mais um ano que vai chegando ao seu fim. Já vivemos boa parte das situações […]
http://www.csa-ma.com.br/wp-content/uploads/2015/11/e-social-domésticas-270x230.jpg,Você está por dentro do eSocial para seu Empregado Doméstico?,6 de novembro de 2015,"Você conhece o novo projeto do Governo federal, o eSocial? Trata-se de um sistema de […]"
http://www.csa-ma.com.br/wp-content/uploads/2015/10/engajamento-270x230.png,Engajamento e performance: entenda a relação,23 de outubro de 2015,Engajamento e comunicação interna não são mais tratados como um recurso adicional nas empresas. Ambos […]
http://www.csa-ma.com.br/wp-content/uploads/2015/10/vendedor-270x230.png,A fórmula de vendas para o sucesso em tempos de crise,14 de outubro de 2015,Vender nos dias de hoje é um verdadeiro desafio. O cenário de crise fez com […]
http://www.csa-ma.com.br/wp-content/uploads/2015/10/Carteira-de-trabalho-digital-270x230.jpg,Carteira de trabalho digital: como funciona e quais são as vantagens,13 de outubro de 2015,A carteira de trabalho é um dos documentos mais importantes para o cidadão brasileiro. Ela […]
http://www.csa-ma.com.br/wp-content/uploads/2015/10/Xadrez-270x230.png,"Ceder para crescer, perder para ganhar",9 de outubro de 2015,"Já vi empresas que algumas vezes optaram por não pegar um grande pedido, que geraria […]"
http://www.csa-ma.com.br/wp-content/uploads/2015/09/ecf-270x230.png,Empresas têm até 30 de setembro para enviar a ECF,29 de setembro de 2015,Cumprir obrigações de controle tributário amenizam futuras dores de cabeça com o fisco A necessidade […]
http://www.csa-ma.com.br/wp-content/uploads/2015/09/pulso-firme-270x230.png,Liderança e pulso firme: sobre tomar decisões e sentir-se confortável no desconforto,28 de setembro de 2015,"“Em uma consultoria recente, atendemos uma empresa que produzia equipamentos de segurança. Eles tinham tantos […]"
http://www.csa-ma.com.br/wp-content/uploads/2015/09/crise-270x230.png,“Culpa da crise”: a justificativa de alguns incompetentes,25 de setembro de 2015,"Corram para as colinas! Se você liga a televisão nos principais telejornais hoje em dia, […]"
http://www.csa-ma.com.br/wp-content/uploads/2015/09/Eságio-de-negócio-270x230.png,Qual é o estágio do seu negócio e que cuidados ele exige?,22 de setembro de 2015,As dores do crescimento são reais em qualquer estágio de uma empresa – mas onde […]
http://www.csa-ma.com.br/wp-content/uploads/2015/09/Bloco-K-270x230.png,Bloco K deve evitar sonegação com detalhamento,21 de setembro de 2015,"Se não houver adiamento, passará a valer em 1º de janeiro de 2016 o Bloco […]"
http://www.csa-ma.com.br/wp-content/uploads/2015/09/Bolso-270x230.png,Como a perda do grau de investimento afeta o seu bolso,18 de setembro de 2015,A alta dos juros é o principal efeito para o pequeno investidor da perda do grau […]
http://www.csa-ma.com.br/wp-content/uploads/2015/08/Comunicado-CSA-270x230.png,Comunicado de Desligamento,9 de setembro de 2015,"Prezados Clientes e Parceiros, Comunicamos que a partir de 04/09/2015, Joab Henrique, que exercia a […]"
http://www.csa-ma.com.br/wp-content/uploads/2015/08/imposto-270x230.jpg,"Afinal, quais impostos uma pequena empresa deve pagar?",26 de agosto de 2015,Esta pergunta leva praticamente todos a responderem da mesma forma: “as pequenas empresas devem pagar […]
http://www.csa-ma.com.br/wp-content/uploads/2015/08/SPED-270x230.jpg,Mais SPED em 2016: Será que o comércio precisa se preocupar?,25 de agosto de 2015,"Possivelmente você pensa que o SPED seja assunto para o seu contador, quando muito envolvendo ainda […]"
http://www.csa-ma.com.br/wp-content/uploads/2015/08/líder-270x230.png,Você é um líder ou um chefe para a sua empresa?,14 de agosto de 2015,"Empreendedores precisam ser verdadeiros líderes para ir mais longe. Por muito tempo, cursos de liderança […]"
http://www.csa-ma.com.br/wp-content/uploads/2015/08/Comunicado-CSA-270x230.png,Comunicado de Desligamento,10 de agosto de 2015,"Caros Clientes e Parceiros, Comunicamos que a partir de 07/08/2015, Juliana Viegas, que exercia a […]"
http://www.csa-ma.com.br/wp-content/uploads/2015/07/conflito-270x230.png,Conflito: ameaça ou oportunidade?,28 de julho de 2015,As relações interpessoais de uma organização são construídas a partir de um processo de interação […]
http://www.csa-ma.com.br/wp-content/uploads/2015/07/erp-270x230.png,O ERP como aliado da gestão fiscal das pequenas empresas,24 de julho de 2015,"Diante da complexidade da legislação fiscal brasileira, gerenciar a área fiscal de uma empresa tem […]"
http://www.csa-ma.com.br/wp-content/uploads/2015/07/nuvem-270x230.jpg,Evite o desperdício de recursos usando a computação em Nuvem,21 de julho de 2015,"Imagine um mundo perfeito, onde não exista crime, discriminação, fome e tantos outros males da […]"
http://www.csa-ma.com.br/wp-content/uploads/2015/07/Sem-título-12-270x230.jpg,Novo Simples promete reduzir abismos na tributação de empresas,20 de julho de 2015,Projeto na Câmara deve ser votado em breve. Estratégia é começar 2016 com novas regras […]
http://www.csa-ma.com.br/wp-content/uploads/2015/07/Sem-título-1-270x230.png,Momento WK 2015,14 de julho de 2015,"O Momento WK está chegando a São Luís. Prepare-se, inscreva-se e reserve o dia 20 de […]"
http://www.csa-ma.com.br/wp-content/uploads/2015/07/Sem-título-2-270x230.png,"O cliente no início, no fim e no meio",13 de julho de 2015,"Você conhece, trabalha ou dirige um negócio que está dando certo? Negócios dão certo por […]"
http://www.csa-ma.com.br/wp-content/uploads/2015/07/dúvida-270x230.png,Programa de proteção ao emprego (PPE): O que é?,10 de julho de 2015,Entenda um pouco mais sobre o programa que autoriza as empresas a reduzir as horas […]
http://www.csa-ma.com.br/wp-content/uploads/2015/06/econômia-270x230.png,10 novidades do mercado que você precisa saber,30 de junho de 2015,A economia brasileira iniciou o 2º trimestre com contração pior do que o esperado diante […]
http://www.csa-ma.com.br/wp-content/uploads/2015/06/eSocial-banner-270x230.png,Cronograma eSocial Oficial,26 de junho de 2015,"eSocial – O prazo Oficial – Resolução nº 1 de 24/06/2015 Comitê Diretivo do eSocial, […]"
http://www.csa-ma.com.br/wp-content/uploads/2015/06/mix-clientes-270x230.png,"Venda mais mix, fidelize e defenda sua base de clientes",23 de junho de 2015,"Por conta da crise econômica vivida atualmente no Brasil, os diretores da VendaMais Marcelo Caetano […]"
http://www.csa-ma.com.br/wp-content/uploads/2015/06/previdência-270x230.jpg,6 respostas para entender de vez o que mudou na previdência,22 de junho de 2015,A presidente Dilma Rousseff vetou ontem a mudança na previdência aprovada pelo Congresso e propôs […]
http://www.csa-ma.com.br/wp-content/uploads/2015/06/ideia-270x230.png,5 dicas para usar a inovação como aliada na gestão da crise em pequenas empresas,19 de junho de 2015,"Todos sabemos que há uma nuvem de incertezas sobre 2015, e que ela representa um […]"
http://www.csa-ma.com.br/wp-content/uploads/2015/06/imp-renda-270x230.png,Novo Supersimples deve beneficiar serviços que mais geram empregos,16 de junho de 2015,Desoneração dos setores de serviços que mais geram empregos é uma das principais propostas que […]
http://www.csa-ma.com.br/wp-content/uploads/2015/06/feedback-270x230.png,Porque o feedback é essencial para a gestão uma empresa?,15 de junho de 2015,A dificuldade de lidar com os funcionários é uma das queixas mais recorrentes dos empreendedores. […]
http://www.csa-ma.com.br/wp-content/uploads/2015/06/2287-imagens-bloco-k_site-02-420x315-270x230.jpg,Sua empresa está preparada para o “Bloco K” ?,12 de junho de 2015,"Previsto para começar a valer em janeiro de 2016, o “Bloco K”, isto é, o […]"
http://www.csa-ma.com.br/wp-content/uploads/2015/06/Sem-título-1-270x230.png,Regras Sorteio,9 de junho de 2015,"Para celebrar o lançamento de nosso novo site e agradecer a todos os clientes visitantes, […]"
